Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,2017,Male,75 - 79,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1809
Mozambique,2017,Male,75 - 79,Married,Census - de jure - complete tabulation,"Final figure, complete",6024
Mozambique,2017,Male,75 - 79,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",7139
Mozambique,2017,Male,75 - 79,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1820
Mozambique,2017,Male,75 - 79,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",478
Mozambique,2017,Male,80 +,Total,Census - de jure - complete tabulation,"Final figure, complete",22585
Mozambique,2017,Male,80 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2573
Mozambique,2017,Male,80 +,Married,Census - de jure - complete tabulation,"Final figure, complete",6554
Mozambique,2017,Male,80 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",10025
Mozambique,2017,Male,80 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2855
Mozambique,2017,Male,80 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",578
Mozambique,2017,Female,14-Dec,Total,Census - de jure - complete tabulation,"Final figure, complete",342510
Mozambique,2017,Female,14-Dec,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",335774
Mozambique,2017,Female,14-Dec,Married,Census - de jure - complete tabulation,"Final figure, complete",1037
Mozambique,2017,Female,14-Dec,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",5077
Mozambique,2017,Female,14-Dec,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",292
Mozambique,2017,Female,14-Dec,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",330
Mozambique,2017,Female,12 +,Total,Census - de jure - complete tabulation,"Final figure, complete",3011338
Mozambique,2017,Female,12 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1253467
Mozambique,2017,Female,12 +,Married,Census - de jure - complete tabulation,"Final figure, complete",351809
Mozambique,2017,Female,12 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",1109273
Mozambique,2017,Female,12 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",180962
Mozambique,2017,Female,12 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",115827
Mozambique,2017,Female,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",527503
Mozambique,2017,Female,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",391306
Mozambique,2017,Female,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",21367
Mozambique,2017,Female,15 - 19,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",107749
Mozambique,2017,Female,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",711
Mozambique,2017,Female,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6370
Mozambique,2017,Female,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",502708
Mozambique,2017,Female,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",193815
Mozambique,2017,Female,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",48551
Mozambique,2017,Female,20 - 24,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",241586
Mozambique,2017,Female,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2567
Mozambique,2017,Female,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",16189
Mozambique,2017,Female,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",387757
Mozambique,2017,Female,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",97371
Mozambique,2017,Female,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",50788
Mozambique,2017,Female,25 - 29,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",218902
Mozambique,2017,Female,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",4917
Mozambique,2017,Female,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",15779
Mozambique,2017,Female,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",300793
Mozambique,2017,Female,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",62194
Mozambique,2017,Female,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",47297
Mozambique,2017,Female,30 - 34,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",167107
Mozambique,2017,Female,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",8764
Mozambique,2017,Female,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",15431
Mozambique,2017,Female,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",242910
Mozambique,2017,Female,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",45501
Mozambique,2017,Female,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",45177
Mozambique,2017,Female,35 - 39,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",126508
Mozambique,2017,Female,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",12047
Mozambique,2017,Female,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",13677
Mozambique,2017,Female,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",180766
Mozambique,2017,Female,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",33047
Mozambique,2017,Female,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",36591
Mozambique,2017,Female,40 - 44,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",84221
Mozambique,2017,Female,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",15612
Mozambique,2017,Female,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",11295
Mozambique,2017,Female,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",136223
Mozambique,2017,Female,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",23370
Mozambique,2017,Female,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",30038
Mozambique,2017,Female,45 - 49,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",57392
Mozambique,2017,Female,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",16441
Mozambique,2017,Female,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",8982
Mozambique,2017,Female,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",113757
Mozambique,2017,Female,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",20589
Mozambique,2017,Female,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",23900
Mozambique,2017,Female,50 - 54,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",39448
Mozambique,2017,Female,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",21288
Mozambique,2017,Female,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",8532
Mozambique,2017,Female,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",80297
Mozambique,2017,Female,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",13750
Mozambique,2017,Female,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",17266
Mozambique,2017,Female,55 - 59,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",23947
Mozambique,2017,Female,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",19120
Mozambique,2017,Female,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6214
Mozambique,2017,Female,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",64574
Mozambique,2017,Female,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",11346
Mozambique,2017,Female,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",12310
Mozambique,2017,Female,60 - 64,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",15129
Mozambique,2017,Female,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",20731
Mozambique,2017,Female,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",5058
Mozambique,2017,Female,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",44962
Mozambique,2017,Female,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",7811
Mozambique,2017,Female,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",7686
Mozambique,2017,Female,65 - 69,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",8685
Mozambique,2017,Female,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",17466
Mozambique,2017,Female,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",3314
Mozambique,2017,Female,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",30362
Mozambique,2017,Female,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",5959
Mozambique,2017,Female,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",4046
Mozambique,2017,Female,70 - 74,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",4541
Mozambique,2017,Female,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",13935
Mozambique,2017,Female,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1881
Mozambique,2017,Female,75 - 79,Total,Census - de jure - complete tabulation,"Final figure, complete",22329
Mozambique,2017,Female,75 - 79,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",4498
Mozambique,2017,Female,75 - 79,Married,Census - de jure - complete tabulation,"Final figure, complete",2548
Mozambique,2017,Female,75 - 79,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",3037
Mozambique,2017,Female,75 - 79,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",11020
Mozambique,2017,Female,75 - 79,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1226
Mozambique,2017,Female,80 +,Total,Census - de jure - complete tabulation,"Final figure, complete",33887
Mozambique,2017,Female,80 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",7136
Mozambique,2017,Female,80 +,Married,Census - de jure - complete tabulation,"Final figure, complete",3207
Mozambique,2017,Female,80 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",5944
